año;mes;id_vu;razon_social;rut_razon_social;nombre_establecimiento;rubro;rubro_id;ciiu4;ciiu4_id;ciiu6;ciiu6_id;region;region_id;provincia;comuna;codigo_unico_territorial;latitud;longitud;rol_establecimiento;declaracion_id;tipo_recepcion;cantidad_toneladas;tratamiento_n1_id;tratamiento_n1_name;tratamiento_n2_id;tratamiento_n2_name;tratamiento_n3_id;tratamiento_n3_name;ler;ler_numero;ler_capitulo;ler_numero_capitulo;ler_subcapitulo;ler_numero_subcapitulo;trazabilidad__id_vu;trazabilidad__nombre_establecimiento;trazabilidad__razon_social;trazabilidad__comuna;trazabilidad__region;trazabilidad__pais
2014;0;244638;GEOMAR S A;78383620-3;GEOMAR;Pesca y acuicultura;;Acuicultura marina;A0321;Cultivo y crianza de peces marinos;A032110;Biobío;8;Concepción;Coronel;8102;-36,97217395;-73,17314813;Generador Industrial;;;236,2;;;;;;;Materiales inadecuados para el consumo o la elaboración;20304;"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;"Residuos de la preparación y elaboración de frutas, hortalizas, cereales, aceites comestibles, cacao, café, té y tabaco; producción de conservas; producción de levadura y extracto de levadura, preparación y fermentación de melazas";3;;;HIDRONOR COPIULEMU  S.A.;;;
2014;0;2974;CMPC TISSUE S A;96529310-8;PLANTA TISSUE PUENTE ALTO;Otras industrias manufactureras;;Fabricación de muebles;C3100;Fabricación de muebles principalmente de madera;C310001;Metropolitana de Santiago;13;Cordillera;Puente Alto;13201;-33,61117344;-70,56514481;Generador Industrial;;;236;1;Eliminación;3;Disposición final;11;Relleno sanitario;Desechos, separados mecánicamente, de pasta elaborada a partir de residuos de papel y cartón;30307;Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón;3;Residuos de la producción y transformación de pasta de papel, papel y cartón;3;78709;RELLENO SANITARIO SANTIAGO PONIENTE;VEOLIA SU CHILE SA;Las Condes;Metropolitana de Santiago;Chile
2014;0;5459147;ECHEVERRIA IZQUIERDO INGENIERIA Y CONTRUCCION S A;85747000-1;BODEGA CENTRAL;Otras actividades;;Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles;N7730;Alquiler de equipos de transporte sin operario, excepto vehículos automotores;N773001;Metropolitana de Santiago;13;Santiago;Quilicura;13125;-33,33247263;-70,72687032;Generador Industrial;;;236;;;;;;;Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03;170904;Residuos de la construcción y demolición ;17;Otros residuos de construcción y demolición;9;;;REGENADORA DE MATERIALES DE CONSTRUCCIÓN S.A;;;
2014;0;3853;COMAFRI S A;96569370-K;COMAFRI S.A.;Otras industrias manufactureras;;Elaboración y conservación de carne;C1010;Explotación de mataderos de bovinos, ovinos, equinos, caprinos, porcinos y camélidos;;Libertador General Bernardo O'Higgins;6;Cachapoal;Rancagua;6101;-34,16240069;-70,75538194;Generador Industrial;;;235,92;1;Eliminación;3;Disposición final;11;Relleno sanitario;Lodos del tratamiento in situ de efluentes;20204;"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal;2;97614;RELLENO SANITARIO SANTA MARTA;CONSORCIO SANTA MARTA S A;San Bernardo;Metropolitana de Santiago;Chile
2014;0;5403526;EASY S A;96671750-5;EASY LA REINA;Comercio minorista;;Venta al por menor de artículos de ferretería, pinturas y productos de vidrio en comercios especializados;G4752;Venta al por menor de artículos de ferretería y materiales de construcción;;Metropolitana de Santiago;13;Santiago;La Reina;13113;-33,44999955;-70,55000002;Generador Industrial;;;235,9;1;Eliminación;3;Disposición final;11;Relleno sanitario;Mezclas de residuos municipales;200301;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Otros residuos municipales;3;78709;RELLENO SANITARIO SANTIAGO PONIENTE;VEOLIA SU CHILE SA;Las Condes;Metropolitana de Santiago;Chile
2014;0;5441052;ANASAC CHILE S.A.;76075832-9;PLANTA LAMPA;Industria química, de plástico y caucho;;Fabricación de plaguicidas y otros productos químicos de uso agropecuario;C2021;Fabricación de plaguicidas y otros productos químicos de uso agropecuario;C202100;Metropolitana de Santiago;13;Chacabuco;Lampa;13302;-33,33256574;-70,83787131;Generador Industrial;;;235,2;1;Eliminación;3;Disposición final;11;Relleno sanitario;Envases compuestos;150105;"Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";15;Envases (incluidos los residuos de envases de la recogida selectiva municipal);1;7803;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Quilicura;Metropolitana de Santiago;Chile
2014;0;309222;CINTAC S.A.I.C.;96705210-8;CINTAC S.A.I.C.;Otras industrias manufactureras;;Fabricación de bisutería y artículos conexos;C3212;Fabricación de bisutería y artículos conexos;C321200;Metropolitana de Santiago;13;Santiago;Maipú;13119;-33,51103859;-70,72509197;Generador Industrial;;;235,12;1;Eliminación;3;Disposición final;11;Relleno sanitario;Mezclas de residuos municipales;200301;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Otros residuos municipales;3;97614;RELLENO SANITARIO SANTA MARTA;CONSORCIO SANTA MARTA S A;San Bernardo;Metropolitana de Santiago;Chile
2014;0;328396;DE VICENTE PLASTICOS S A;89689900-7;DE VICENTE PLÁSTICO S.A.;Industria química, de plástico y caucho;;Fabricación de productos de plástico;C2220;Fabricación de productos de plástico;C222000;Metropolitana de Santiago;13;Chacabuco;Lampa;13302;-33,31695082;-70,72956096;Generador Industrial;;;235,05;1;Eliminación;3;Disposición final;11;Relleno sanitario;Papel y cartón;200101;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;97614;RELLENO SANITARIO SANTA MARTA;CONSORCIO SANTA MARTA S A;San Bernardo;Metropolitana de Santiago;Chile
2014;0;4592399;VINA SAN PEDRO TARAPACA S.A.;91041000-8;VIÑA TARAPACA;Otras industrias manufactureras;;Elaboración de vinos;C1102;Elaboración de vinos;C110200;Metropolitana de Santiago;13;Talagante;Isla de Maipo;13603;-33,77095043;-70,92797784;Generador Industrial;;;235;2;Valorización;8;Reciclaje;19;Reciclaje de vidrio;Residuos de lavado, limpieza y reducción mecánica de materias primas;20701;"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;Residuos de la producción de bebidas alcohólicas y no alcohólicas (excepto café, té y cacao);7;2372;CRISTALERIAS DE CHILE  S A;CRISTALERIAS DE CHILE S A;Padre Hurtado;Metropolitana de Santiago;Chile
2014;0;321752;SU BUS CHILE S A;99554700-7;SU BUS CHILE S A;Otras actividades;;Transporte interurbano de pasajeros por ferrocarril;H4911;Transporte interurbano de pasajeros por ferrocarril;H491100;Metropolitana de Santiago;13;Cordillera;Puente Alto;13201;-33,60816336;-70,62718102;Generador Industrial;;;234,6;1;Eliminación;3;Disposición final;11;Relleno sanitario;Mezclas de residuos municipales;200301;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Otros residuos municipales;3;7803;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Quilicura;Metropolitana de Santiago;Chile
2014;0;4585877;GRANJA MARINA TORNAGALEONES S A;87752000-5;PLANTA DE PROCESOS  DE SALMONES GRANJA MARINA TORNAGALEONES;Pesca y acuicultura;;Acuicultura marina;A0321;Servicios relacionados con la acuicultura marina;A032140;Los Lagos;10;Chiloé;Quellón;10208;-43,11533098;-73,57838918;Generador Industrial;;;234,4;1;Eliminación;3;Disposición final;12;Vertedero;Residuos no especificados en otra categoría;20199;"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca;1;5461519;VERTEDERO DE RESIDUOS PROVENIENTES DE LA ELABORACIÓN DE PRODUCTOS DEL MAR;DORIN SERVICIOS LIMITADA;Puerto Varas;Los Lagos;Chile
2014;0;319343;VINA CONCHA Y TORO S A;90227000-0;VIÑA CONCHA Y TORO S.A;Otras industrias manufactureras;;Elaboración de vinos;C1102;Elaboración de vinos;C110200;Metropolitana de Santiago;13;Santiago;Pudahuel;13124;-33,39358251;-70,76957639;Generador Industrial;;;234,35;1;Eliminación;3;Disposición final;11;Relleno sanitario;Residuos no especificados en otra categoría;20799;"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;Residuos de la producción de bebidas alcohólicas y no alcohólicas (excepto café, té y cacao);7;7803;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Quilicura;Metropolitana de Santiago;Chile
2014;0;5452149;SOCIEDAD AGROLACTEOS DE CHILOE SA;76032122-2;CHILOLAC;Otras industrias manufactureras;;Elaboración de productos lácteos;C1050;Elaboración de productos lácteos;C105000;Los Lagos;10;Chiloé;Ancud;10202;-41,88210521;-73,79635037;Generador Industrial;;;234;;;;;;;Residuos no especificados en otra categoría;20599;"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;Residuos de la industria de productos lácteos;5;;;ILUSTRE MUNICIPALIDAD DE ANCUD;;;
2014;0;5464780;CENCOSUD RETAIL S.A.;81201000-K;N985 SISA VICTORIA ARTURO PRAT;Comercio minorista;;Venta al por menor de aparatos eléctricos de uso doméstico, muebles, equipo de iluminación y otros enseres domésticos en comercios especializados;G4759;Venta al por menor de muebles y colchones en comercios especializados;G475901;La Araucanía;9;Malleco;Victoria;9211;-38,2314163;-72,3366401;Generador Industrial;;;234;1;Eliminación;3;Disposición final;11;Relleno sanitario;Mezclas de residuos municipales;200301;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Otros residuos municipales;3;5453436;RELLENO SANITARIO LOS ANGELES;DEMARCO S A;Quilicura;Metropolitana de Santiago;Chile
2014;0;1092540;CENCOSUD RETAIL S.A.;81201000-K;PARIS ÑUÑOA;Otras actividades;;Actividades inmobiliarias realizadas con bienes propios o arrendados;L6810;Alquiler de bienes inmuebles amoblados o con equipos y maquinarias;L681011;Metropolitana de Santiago;13;Santiago;Ñuñoa;13120;-33,46673722;-70,5983209;Generador Industrial;;;233;1;Eliminación;3;Disposición final;11;Relleno sanitario;Mezclas de residuos municipales;200301;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Otros residuos municipales;3;5453436;RELLENO SANITARIO LOS ANGELES;DEMARCO S A;Quilicura;Metropolitana de Santiago;Chile
2014;0;5453285;AGRICOLA SUPER LIMITADA;88680500-4;DON LALO;Producción agropecuaria;;Cría de camellos y otros camélidos;A0143;Cría de llamas, alpacas, vicuñas, guanacos y otros camélidos;A014300;Libertador General Bernardo O'Higgins;6;Cardenal Caro;La Estrella;6202;-34,22273766;-71,58608328;Generador Industrial;;;232,98;;;;;;;Residuos de tejidos de animales;20102;"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca;1;;;SOCIEDAD IMPORTADORA Y EXPORTADORA PROEX LTDA.;;;
2014;0;5453284;AGRICOLA SUPER LIMITADA;88680500-4;DON TITO;Producción agropecuaria;;Cría de camellos y otros camélidos;A0143;Cría de llamas, alpacas, vicuñas, guanacos y otros camélidos;A014300;Libertador General Bernardo O'Higgins;6;Cardenal Caro;La Estrella;6202;-34,21357502;-71,57938974;Generador Industrial;;;232,81;;;;;;;Residuos de tejidos de animales;20102;"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca;1;;;SOCIEDAD IMPORTADORA Y EXPORTADORA PROEX LTDA.;;;
2014;0;2028;VIDRIOS DELL ORTO S.A.;91216000-9;VIDRIOS DELLORTO SA;Otras industrias manufactureras;;Fabricación de vidrio y productos de vidrio;C2310;Fabricación de vidrio plano;C231001;Metropolitana de Santiago;13;Santiago;Cerrillos;13102;-33,48634331;-70,7058325;Generador Industrial;;;232,8;1;Eliminación;3;Disposición final;11;Relleno sanitario;Vidrios espejos o multicapas;170205;Residuos de la construcción y demolición ;17;Madera, vidrio y plástico;2;97614;RELLENO SANITARIO SANTA MARTA;CONSORCIO SANTA MARTA S A;San Bernardo;Metropolitana de Santiago;Chile
2014;0;2543;TRESMONTES S.A;76388064-8;TRESMONTES PLANTA BIF;Otras industrias manufactureras;;"Elaboración de bebidas no alcohólicas; producción de aguas minerales y otras aguas embotelladas";C1104;Elaboración de bebidas no alcohólicas;C110401;Valparaíso;5;Valparaíso;Valparaíso;5101;-33,04564004;-71,61387395;Generador Industrial;;;232,26;2;Valorización;8;Reciclaje;16;Reciclaje de papel, cartón y productos de papel;Residuos procedentes de la clasificación de papel y cartón destinados al reciclado;30308;Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón;3;Residuos de la producción y transformación de pasta de papel, papel y cartón;3;5459117;SOREPA;SOC RECUPERADORA DE PAPEL S A;San Joaquín;Metropolitana de Santiago;Chile
2014;0;82672;VIDRIOS LIRQUEN S A;90687000-2;VIDRIOS LIRQUEN;Otras industrias manufactureras;;Fabricación de vidrio y productos de vidrio;C2310;Fabricación de vidrio plano;C231001;Biobío;8;Concepción;Penco;8107;-36,71535604;-72,97648639;Generador Industrial;;;232;1;Eliminación;3;Disposición final;11;Relleno sanitario;Partículas y polvo;101103;Residuos de procesos térmicos;10;Residuos de la fabricación del vidrio y sus derivados;11;33161;PLANTA COPIULEMU;HIDRONOR CHILE S A;Las Condes;Metropolitana de Santiago;Chile
2014;0;4588700;EMBOTELLADORA ANDINA S A;91144000-8;PLANTA COQUIMBO;Otras industrias manufactureras;;"Elaboración de bebidas no alcohólicas; producción de aguas minerales y otras aguas embotelladas";C1104;Elaboración de bebidas no alcohólicas;C110401;Coquimbo;4;Elqui;Coquimbo;4102;-29,9642304;-71,26489594;Generador Industrial;;;231,22;;;;;;;Mezclas de residuos municipales;200301;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Otros residuos municipales;3;;;INVERSIONES PANUL TIMITADA;;;
2014;0;5458315;RENDIC HERMANOS S A;81537600-5;FLORIDA;Comercio minorista;;Venta al por menor de alimentos en comercios especializados;G4721;Venta al por menor de alimentos en comercios especializados (almacenes pequeños y minimarket);G472101;Coquimbo;4;Elqui;La Serena;4101;-29,91836091;-71,21052388;Generador Industrial;;;231;1;Eliminación;3;Disposición final;11;Relleno sanitario;Mezclas de residuos municipales;200301;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Otros residuos municipales;3;97614;RELLENO SANITARIO SANTA MARTA;CONSORCIO SANTA MARTA S A;San Bernardo;Metropolitana de Santiago;Chile
2014;0;5452003;CULTIVOS YADRAN S A;96550920-8;SIMPSON;Pesca y acuicultura;;Acuicultura marina;A0321;Cultivo y crianza de peces marinos;A032110;Aysén del Gral. Carlos Ibañez del Campo;;Aysén;Aysén;11201;-45,86760348;-73,67040021;Generador Industrial;;;231;2;Valorización;8;Reciclaje;15;Reciclaje de residuos hidrobiológicos para consumo animal;Residuos de tejidos de animales;20102;"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca;1;4605;LOS GLACIARES;LOS GLACIARES S A;Puerto Montt;Los Lagos;Chile
2014;0;2974;CMPC TISSUE S A;96529310-8;PLANTA TISSUE PUENTE ALTO;Otras industrias manufactureras;;Fabricación de muebles;C3100;Fabricación de muebles principalmente de madera;C310001;Metropolitana de Santiago;13;Cordillera;Puente Alto;13201;-33,61117344;-70,56514481;Generador Industrial;;;231;1;Eliminación;3;Disposición final;11;Relleno sanitario;Desechos, separados mecánicamente, de pasta elaborada a partir de residuos de papel y cartón;30307;Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón;3;Residuos de la producción y transformación de pasta de papel, papel y cartón;3;78709;RELLENO SANITARIO SANTIAGO PONIENTE;VEOLIA SU CHILE SA;Las Condes;Metropolitana de Santiago;Chile
2014;0;5461005;CENCOSUD RETAIL S.A.;81201000-K;SANTA ISABEL N569;Comercio minorista;;Venta al por menor de aparatos eléctricos de uso doméstico, muebles, equipo de iluminación y otros enseres domésticos en comercios especializados;G4759;Venta al por menor de muebles y colchones en comercios especializados;G475901;Biobío;8;Concepción;Concepción;8101;-36,82533994;-73,04738675;Generador Industrial;;;230,6;1;Eliminación;3;Disposición final;11;Relleno sanitario;Mezclas de residuos municipales;200301;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Otros residuos municipales;3;5453436;RELLENO SANITARIO LOS ANGELES;DEMARCO S A;Quilicura;Metropolitana de Santiago;Chile
2014;0;4585744;CERMAQ CHILE S.A.;79784980-4;CENTRO DE MAR GENNEL 110193;Pesca y acuicultura;;Acuicultura marina;A0321;Cultivo y crianza de peces marinos;A032110;Aysén del General Carlos Ibáñez del Campo;11;Aisén;Cisnes;11202;-44,29904226;-72,8952196;Generador Industrial;;;230,1;2;Valorización;7;Preparación para reutilización;;;Residuos no especificados en otra categoría;20199;"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca;1;317561;PESQUERA LA PORTADA;PESQUERA LA PORTADA S A;San Antonio;Valparaíso;Chile
2014;0;4585732;CERMAQ CHILE S.A.;79784980-4;CENTRO DE CULTIVO JACAFF 110279;Pesca y acuicultura;;Acuicultura marina;A0321;Cultivo y crianza de peces marinos;A032110;Aysén del General Carlos Ibáñez del Campo;11;Aisén;Cisnes;11202;-44,31731011;-72,93621063;Generador Industrial;;;230,1;2;Valorización;7;Preparación para reutilización;;;Residuos no especificados en otra categoría;20199;"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca;1;317561;PESQUERA LA PORTADA;PESQUERA LA PORTADA S A;San Antonio;Valparaíso;Chile
2014;0;5441923;ENEL GENERACION CHILE S.A.;91081000-6;CENTRAL TERMOELECTRICA BOCAMINA U1;Termoeléctricas;;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en centrales termoeléctricas;D351012;Biobío;8;Concepción;Coronel;8102;-37,02113521;-73,16567023;Generador Industrial;;;230,06;1;Eliminación;3;Disposición final;11;Relleno sanitario;Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03;170904;Residuos de la construcción y demolición ;17;Otros residuos de construcción y demolición;9;33161;PLANTA COPIULEMU;HIDRONOR CHILE S A;Las Condes;Metropolitana de Santiago;Chile
2014;0;2974;CMPC TISSUE S A;96529310-8;PLANTA TISSUE PUENTE ALTO;Otras industrias manufactureras;;Fabricación de muebles;C3100;Fabricación de muebles principalmente de madera;C310001;Metropolitana de Santiago;13;Cordillera;Puente Alto;13201;-33,61117344;-70,56514481;Generador Industrial;;;230;1;Eliminación;3;Disposición final;11;Relleno sanitario;Lodos de destintado procedentes del reciclado de papel;30305;Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón;3;Residuos de la producción y transformación de pasta de papel, papel y cartón;3;78709;RELLENO SANITARIO SANTIAGO PONIENTE;VEOLIA SU CHILE SA;Las Condes;Metropolitana de Santiago;Chile
2014;0;5402635;RENDIC HERMANOS S A;81537600-5;RANCAGUA KENNEDY;Comercio minorista;;Venta al por menor de alimentos en comercios especializados;G4721;Venta al por menor de alimentos en comercios especializados (almacenes pequeños y minimarket);G472101;Libertador General Bernardo O'Higgins;6;Cachapoal;Rancagua;6101;-34,14253897;-70,73806376;Generador Industrial;;;230;1;Eliminación;3;Disposición final;11;Relleno sanitario;Mezclas de residuos municipales;200301;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Otros residuos municipales;3;97614;RELLENO SANITARIO SANTA MARTA;CONSORCIO SANTA MARTA S A;San Bernardo;Metropolitana de Santiago;Chile
2014;0;5454111;ESSBIO S.A.;76833300-9;EMISARIO CORONEL SUR;Captación, tratamiento y distribución de agua;;Captación, tratamiento y distribución de agua;E3600;Captación, tratamiento y distribución de agua;E360000;Biobío;8;Concepción;Coronel;8102;-37,02657545;-73,15034117;Generador Industrial;;;226;1;Eliminación;3;Disposición final;33;Depósito de Seguridad;Residuos de desarenado;190802;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;19;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;8;2289604;PLANTA ANTOFAGASTA;HIDRONOR CHILE S A;Las Condes;Metropolitana de Santiago;Chile
2014;0;8406;CENTRO DE CONVENCIONES SANTIAGO S A;96946650-3;CENTRO CONVENCIONES SANTIAGO;Otras actividades;;Actividades de restaurantes y de servicio móvil de comidas;I5610;Actividades de restaurantes y de servicio móvil de comidas;I561000;Metropolitana de Santiago;13;Santiago;Huechuraba;13107;-33,38877654;-70,62309142;Generador Industrial;;;230;1;Eliminación;3;Disposición final;11;Relleno sanitario;Residuos biodegradables de cocinas y restaurantes;200108;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;97614;RELLENO SANITARIO SANTA MARTA;CONSORCIO SANTA MARTA S A;San Bernardo;Metropolitana de Santiago;Chile
2014;0;5453208;MARINE HARVEST CHILE S A;96633780-K;CENTRO ALAO OESTE;Pesca y acuicultura;;Acuicultura marina;A0321;Cultivo y crianza de peces marinos;A032110;Los Lagos;10;Chiloé;Quinchao;10210;-42,59727804;-73,33768152;Generador Industrial;;;230;2;Valorización;8;Reciclaje;15;Reciclaje de residuos hidrobiológicos para consumo animal;Residuos de tejidos de animales;20102;"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca;1;2872;SALMONOIL S.A.;SALMONOIL S A;Calbuco;Los Lagos;Chile
2014;0;5452493;LECHERA DEL LAGO S.A.;76157856-1;LECHERA DEL LAGO;Otras industrias manufactureras;;Elaboración de productos lácteos;C1050;Elaboración de productos lácteos;C105000;Los Lagos;10;Llanquihue;Frutillar;10105;-41,11860576;-73,05796814;Generador Industrial;;;230;;;;;;;Lodos del tratamiento in situ de efluentes;20502;"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;Residuos de la industria de productos lácteos;5;;;ASEOSRÍA LOS OLIVOS;;;
2014;0;5460990;EASY S A;96671750-5;EASY LA DEHESA;Comercio minorista;;Venta al por menor de artículos de ferretería, pinturas y productos de vidrio en comercios especializados;G4752;Venta al por menor de artículos de ferretería y materiales de construcción;;Metropolitana de Santiago;13;Santiago;Lo Barnechea;13115;-33,35839877;-70,51715397;Generador Industrial;;;229,98;1;Eliminación;3;Disposición final;11;Relleno sanitario;Mezclas de residuos municipales;200301;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Otros residuos municipales;3;78709;RELLENO SANITARIO SANTIAGO PONIENTE;VEOLIA SU CHILE SA;Las Condes;Metropolitana de Santiago;Chile
2014;0;1288429;RENDIC HERMANOS S A;81537600-5;EL MILAGRO;Comercio minorista;;Venta al por menor de alimentos en comercios especializados;G4721;Venta al por menor de alimentos en comercios especializados (almacenes pequeños y minimarket);G472101;Coquimbo;4;Elqui;La Serena;4101;-29,94675039;-71,24840209;Generador Industrial;;;229;1;Eliminación;3;Disposición final;11;Relleno sanitario;Mezclas de residuos municipales;200301;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Otros residuos municipales;3;97614;RELLENO SANITARIO SANTA MARTA;CONSORCIO SANTA MARTA S A;San Bernardo;Metropolitana de Santiago;Chile
2014;0;677271;COMERCIAL AGRONUEVE S A;96734380-3;COMERCIAL AGRONUEVE SA;Otras industrias manufactureras;;Elaboración y conservación de frutas, legumbres y hortalizas;C1030;Elaboración y conservación de frutas, legumbres y hortalizas;C103000;Valparaíso;5;Quillota;Quillota;5501;-32,89672725;-71,25788309;Generador Industrial;;;228;;;;;;;Materiales inadecuados para el consumo o la elaboración;20304;"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;"Residuos de la preparación y elaboración de frutas, hortalizas, cereales, aceites comestibles, cacao, café, té y tabaco; producción de conservas; producción de levadura y extracto de levadura, preparación y fermentación de melazas";3;;;SOCIEDAD AGRÍCOLA EL GUINDO LTDA.;;;
2014;0;5452869;IANSAGRO S A;96772810-1;PLANTA NUTRICION ANIMAL QUEPE;Otras industrias manufactureras;;Elaboración de piensos preparados para animales;C1080;Elaboración de piensos preparados para animales;C108000;La Araucanía;9;Cautín;Freire;9105;-38,85880818;-72,61886032;Generador Industrial;;;227,79;;;;;;;Mezclas de residuos municipales;200301;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Otros residuos municipales;3;;;RELLENO SANITARIO COMUNA FREIRE;;;
2014;0;5464796;CENCOSUD RETAIL S.A.;81201000-K;J843 JUMBO SAN BERNARDO;Comercio minorista;;Venta al por menor de aparatos eléctricos de uso doméstico, muebles, equipo de iluminación y otros enseres domésticos en comercios especializados;G4759;Venta al por menor de muebles y colchones en comercios especializados;G475901;Metropolitana de Santiago;13;Maipo;San Bernardo;13401;-33,63341009;-70,70574072;Generador Industrial;;;226,52;2;Valorización;8;Reciclaje;16;Reciclaje de papel, cartón y productos de papel;Papel y cartón;200101;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;5461854;SOCIEDAD RECUPERADORA DE PAPELES;SOC RECUPERADORA DE PAPEL S A;San Joaquín;Metropolitana de Santiago;Chile
2014;0;322365;CIA MINERA MARICUNGA;76038806-8;MINA REFUGIO;Minería;;Extracción de otros minerales metalíferos no ferrosos, excepto cobre;B0729;Extracción de oro y plata;B072910;Atacama;3;Copiapó;Tierra Amarilla;3103;-27,56825636;-69,26777948;Generador Industrial;;;226,5;;;;;;;Residuos municipales no especificados en otra categoría;200399;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Otros residuos municipales;3;;;COMPAÑIA MINERA MARICUNGA;;;
